b,3,10,u,g,x,v,4,t,t,6,f,g,5,2,+
a,9,8,u,g,e,v,9,t,f,1,t,g,1,11,+
a,10,5,y,p,q,h,2,t,t,6,t,g,10,10,+
b,9,5,u,g,w,v,1,t,f,1,t,g,8,8,+
a,3,8,u,g,q,v,8,t,t,6,f,g,5,11,+
a,1,9,u,g,q,v,6,t,t,5,f,g,3,9,+
b,8,7,u,g,cc,h,10,t,t,5,f,g,9,8,+
b,6,5,u,g,k,h,9,t,t,5,t,g,7,2,+
b,10,5,u,g,x,v,3,t,t,5,t,g,10,4,+
b,11,9,u,g,i,bb,10,t,t,6,t,g,1,11,+
b,4,7,u,g,c,bb,3,t,f,1,t,g,6,2,+
b,2,10,y,p,c,v,8,t,f,1,f,s,3,2,+
b,6,1,u,g,i,bb,1,t,f,1,t,g,1,2,+
b,10,2,u,g,c,h,3,t,t,6,f,g,7,10,+
b,11,7,u,g,m,v,3,t,f,3,t,g,7,4,+
a,5,6,y,p,aa,v,3,t,f,1,t,g,9,2,+
b,7,8,u,g,w,v,10,t,f,1,t,g,3,2,+
b,11,2,u,g,i,h,9,t,f,1,t,g,9,1,+
b,11,9,u,g,c,h,10,t,t,6,f,g,7,10,+
b,3,10,u,g,c,v,8,t,f,1,t,g,1,2,+
a,12,11,u,g,i,bb,10,t,t,6,f,g,1,11,+
a,7,2,u,g,k,v,5,t,t,5,f,g,9,9,+
b,12,9,u,g,ff,ff,10,t,t,6,t,g,3,8,+
a,1,9,u,g,aa,v,6,t,f,1,t,g,1,2,+
a,11,9,u,g,c,v,10,t,t,5,t,g,1,10,+
